Date,Close
1970-07-29 16:00:00,78.04
1970-07-30 16:00:00,78.07
1970-07-31 16:00:00,78.05
1970-08-03 16:00:00,77.02
1970-08-04 16:00:00,77.19
1970-08-05 16:00:00,77.18
1970-08-06 16:00:00,77.08
1970-08-07 16:00:00,77.28
1970-08-10 16:00:00,76.2
1970-08-11 16:00:00,75.82
1970-08-12 16:00:00,75.42
1970-08-13 16:00:00,74.76
1970-08-14 16:00:00,75.18
1970-08-17 16:00:00,75.33
1970-08-18 16:00:00,76.2
1970-08-19 16:00:00,76.96
1970-08-20 16:00:00,77.84
1970-08-21 16:00:00,79.24
1970-08-24 16:00:00,80.99
1970-08-25 16:00:00,81.12
1970-08-26 16:00:00,81.21
1970-08-27 16:00:00,81.08
1970-08-28 16:00:00,81.86
1970-08-31 16:00:00,81.52
1970-09-01 16:00:00,80.95
1970-09-02 16:00:00,80.96
1970-09-03 16:00:00,82.09
1970-09-04 16:00:00,82.83
1970-09-08 16:00:00,83.04
1970-09-09 16:00:00,82.79
1970-09-10 16:00:00,82.3
1970-09-11 16:00:00,82.52
1970-09-14 16:00:00,82.07
1970-09-15 16:00:00,81.36
1970-09-16 16:00:00,81.79
1970-09-17 16:00:00,82.29
1970-09-18 16:00:00,82.62
1970-09-21 16:00:00,81.91
1970-09-22 16:00:00,81.86
1970-09-23 16:00:00,81.91
1970-09-24 16:00:00,81.66
1970-09-25 16:00:00,82.83
1970-09-28 16:00:00,83.91
1970-09-29 16:00:00,83.86
1970-09-30 16:00:00,84.3
1970-10-01 16:00:00,84.32
1970-10-02 16:00:00,85.16
1970-10-05 16:00:00,86.47
1970-10-06 16:00:00,86.85
1970-10-07 16:00:00,86.89
1970-10-08 16:00:00,85.95
1970-10-09 16:00:00,85.08
1970-10-12 16:00:00,84.17
1970-10-13 16:00:00,84.06
1970-10-14 16:00:00,84.19
1970-10-15 16:00:00,84.65
1970-10-16 16:00:00,84.28
1970-10-19 16:00:00,83.15
1970-10-20 16:00:00,83.64
1970-10-21 16:00:00,83.66
1970-10-22 16:00:00,83.38
1970-10-23 16:00:00,83.77
1970-10-26 16:00:00,83.31
1970-10-27 16:00:00,83.12
1970-10-28 16:00:00,83.43
1970-10-29 16:00:00,83.36
1970-10-30 16:00:00,83.25
1970-11-02 16:00:00,83.51
1970-11-03 16:00:00,84.22
1970-11-04 16:00:00,84.39
1970-11-05 16:00:00,84.1
1970-11-06 16:00:00,84.22
1970-11-09 16:00:00,84.67
1970-11-10 16:00:00,84.79
1970-11-11 16:00:00,85.03
1970-11-12 16:00:00,84.15
1970-11-13 16:00:00,83.37
1970-11-16 16:00:00,83.24
1970-11-17 16:00:00,83.47
1970-11-18 16:00:00,82.79
1970-11-19 16:00:00,82.91
1970-11-20 16:00:00,83.72
1970-11-23 16:00:00,84.24
1970-11-24 16:00:00,84.78
1970-11-25 16:00:00,85.09
1970-11-27 16:00:00,85.93
1970-11-30 16:00:00,87.2
1970-12-01 16:00:00,87.47
1970-12-02 16:00:00,88.48
1970-12-03 16:00:00,88.9
1970-12-04 16:00:00,89.46
1970-12-07 16:00:00,89.94
1970-12-08 16:00:00,89.47
1970-12-09 16:00:00,89.54
1970-12-10 16:00:00,89.92
1970-12-11 16:00:00,90.26
1970-12-14 16:00:00,89.8
1970-12-15 16:00:00,89.66
1970-12-16 16:00:00,89.72
1970-12-17 16:00:00,90.04
1970-12-18 16:00:00,90.22
1970-12-21 16:00:00,89.94
1970-12-22 16:00:00,90.04
1970-12-23 16:00:00,90.1
1970-12-24 16:00:00,90.61
1970-12-28 16:00:00,91.09
1970-12-29 16:00:00,92.08
1970-12-30 16:00:00,92.27
1970-12-31 16:00:00,92.15
1971-01-04 16:00:00,91.15
1971-01-05 16:00:00,91.8
1971-01-06 16:00:00,92.35
1971-01-07 16:00:00,92.38
1971-01-08 16:00:00,92.19
1971-01-11 16:00:00,91.98
1971-01-12 16:00:00,92.72
1971-01-13 16:00:00,92.56
1971-01-14 16:00:00,92.8
1971-01-15 16:00:00,93.03
1971-01-18 16:00:00,93.41
1971-01-19 16:00:00,93.76
1971-01-20 16:00:00,93.78
1971-01-21 16:00:00,94.19
1971-01-22 16:00:00,94.88
1971-01-25 16:00:00,95.28
1971-01-26 16:00:00,95.59
1971-01-27 16:00:00,94.89
1971-01-28 16:00:00,95.21
1971-01-29 16:00:00,95.88
1971-02-01 16:00:00,96.42
1971-02-02 16:00:00,96.43
1971-02-03 16:00:00,96.63
1971-02-04 16:00:00,96.62
1971-02-05 16:00:00,96.93
1971-02-08 16:00:00,97.45
1971-02-09 16:00:00,97.51
1971-02-10 16:00:00,97.39
1971-02-11 16:00:00,97.91
1971-02-12 16:00:00,98.43
1971-02-16 16:00:00,98.66
1971-02-17 16:00:00,98.2
1971-02-18 16:00:00,97.56
1971-02-19 16:00:00,96.74
1971-02-22 16:00:00,95.72
1971-02-23 16:00:00,96.09
1971-02-24 16:00:00,96.73
1971-02-25 16:00:00,96.96
1971-02-26 16:00:00,96.75
1971-03-01 16:00:00,97
1971-03-02 16:00:00,96.98
1971-03-03 16:00:00,96.95
1971-03-04 16:00:00,97.92
1971-03-05 16:00:00,98.96
1971-03-08 16:00:00,99.38
1971-03-09 16:00:00,99.46
1971-03-10 16:00:00,99.3
1971-03-11 16:00:00,99.39
1971-03-12 16:00:00,99.57
1971-03-15 16:00:00,100.71
1971-03-16 16:00:00,101.21
1971-03-17 16:00:00,101.12
1971-03-18 16:00:00,101.19
1971-03-19 16:00:00,101.01
1971-03-22 16:00:00,100.62
1971-03-23 16:00:00,100.28
1971-03-24 16:00:00,99.62
1971-03-25 16:00:00,99.61
1971-03-26 16:00:00,99.95
1971-03-29 16:00:00,100.03
1971-03-30 16:00:00,100.26
1971-03-31 16:00:00,100.31
1971-04-01 16:00:00,100.39
1971-04-02 16:00:00,100.56
1971-04-05 16:00:00,100.79
1971-04-06 16:00:00,101.51
1971-04-07 16:00:00,101.98
1971-04-08 16:00:00,102.1
1971-04-12 16:00:00,102.88
1971-04-13 16:00:00,102.98
1971-04-14 16:00:00,103.37
1971-04-15 16:00:00,103.52
1971-04-16 16:00:00,103.49
1971-04-19 16:00:00,104.01
1971-04-20 16:00:00,103.61
1971-04-21 16:00:00,103.36
1971-04-22 16:00:00,103.56
1971-04-23 16:00:00,104.05
1971-04-26 16:00:00,103.94
1971-04-27 16:00:00,104.59
1971-04-28 16:00:00,104.77
1971-04-29 16:00:00,104.63
1971-04-30 16:00:00,103.95
1971-05-03 16:00:00,103.29
1971-05-04 16:00:00,103.79
1971-05-05 16:00:00,103.78
1971-05-06 16:00:00,103.23
1971-05-07 16:00:00,102.87
1971-05-10 16:00:00,102.36
1971-05-11 16:00:00,102.62
1971-05-12 16:00:00,102.9
1971-05-13 16:00:00,102.69
1971-05-14 16:00:00,102.21
1971-05-17 16:00:00,100.69
1971-05-18 16:00:00,100.83
1971-05-19 16:00:00,101.07
1971-05-20 16:00:00,101.31
1971-05-21 16:00:00,100.99
1971-05-24 16:00:00,100.13
1971-05-25 16:00:00,99.47
1971-05-26 16:00:00,99.59
1971-05-27 16:00:00,99.4
1971-05-28 16:00:00,99.63
1971-06-01 16:00:00,100.2
1971-06-02 16:00:00,100.96
1971-06-03 16:00:00,101.01
1971-06-04 16:00:00,101.3
1971-06-07 16:00:00,101.09
1971-06-08 16:00:00,100.32
1971-06-09 16:00:00,100.29
1971-06-10 16:00:00,100.64
1971-06-11 16:00:00,101.07
1971-06-14 16:00:00,100.22
1971-06-15 16:00:00,100.32
1971-06-16 16:00:00,100.52
1971-06-17 16:00:00,100.5
1971-06-18 16:00:00,98.97
1971-06-21 16:00:00,97.87
1971-06-22 16:00:00,97.59
1971-06-23 16:00:00,98.41
1971-06-24 16:00:00,98.13
1971-06-25 16:00:00,97.99
1971-06-28 16:00:00,97.74
1971-06-29 16:00:00,98.82
1971-06-30 16:00:00,98.7
1971-07-01 16:00:00,99.78
1971-07-02 16:00:00,99.78
1971-07-06 16:00:00,99.76
1971-07-07 16:00:00,100.04
1971-07-08 16:00:00,100.34
1971-07-09 16:00:00,100.69
1971-07-12 16:00:00,100.82
1971-07-13 16:00:00,99.5
1971-07-14 16:00:00,99.22
1971-07-15 16:00:00,99.28
1971-07-16 16:00:00,99.11
1971-07-19 16:00:00,98.93
1971-07-20 16:00:00,99.32
1971-07-21 16:00:00,99.28
1971-07-22 16:00:00,99.11
1971-07-23 16:00:00,98.94
1971-07-26 16:00:00,98.14
1971-07-27 16:00:00,97.78
1971-07-28 16:00:00,97.07
1971-07-29 16:00:00,96.02
1971-07-30 16:00:00,95.58
1971-08-02 16:00:00,95.96
1971-08-03 16:00:00,94.51
1971-08-04 16:00:00,93.89
1971-08-05 16:00:00,94.09
1971-08-06 16:00:00,94.25
1971-08-09 16:00:00,93.53
1971-08-10 16:00:00,93.54
1971-08-11 16:00:00,94.66
1971-08-12 16:00:00,96
1971-08-13 16:00:00,95.69
1971-08-16 16:00:00,98.76
1971-08-17 16:00:00,99.99
1971-08-18 16:00:00,98.6
1971-08-19 16:00:00,98.16
1971-08-20 16:00:00,98.33
1971-08-23 16:00:00,99.25
1971-08-24 16:00:00,100.4
1971-08-25 16:00:00,100.41
1971-08-26 16:00:00,100.24
1971-08-27 16:00:00,100.48
1971-08-30 16:00:00,99.52
1971-08-31 16:00:00,99.03
1971-09-01 16:00:00,99.07
1971-09-02 16:00:00,99.29
1971-09-03 16:00:00,100.69
1971-09-07 16:00:00,101.15
1971-09-08 16:00:00,101.34
1971-09-09 16:00:00,100.8
1971-09-10 16:00:00,100.42
1971-09-13 16:00:00,100.07
1971-09-14 16:00:00,99.34
1971-09-15 16:00:00,99.77
1971-09-16 16:00:00,99.66
1971-09-17 16:00:00,99.96
1971-09-20 16:00:00,99.68
1971-09-21 16:00:00,99.34
1971-09-22 16:00:00,98.47
1971-09-23 16:00:00,98.38
1971-09-24 16:00:00,98.15
1971-09-27 16:00:00,97.62
1971-09-28 16:00:00,97.88
1971-09-29 16:00:00,97.9
1971-09-30 16:00:00,98.34
1971-10-01 16:00:00,98.93
1971-10-04 16:00:00,99.21
1971-10-05 16:00:00,99.11
1971-10-06 16:00:00,99.82
1971-10-07 16:00:00,100.02
1971-10-08 16:00:00,99.36
1971-10-11 16:00:00,99.21
1971-10-12 16:00:00,99.57
1971-10-13 16:00:00,99.03
1971-10-14 16:00:00,98.13
1971-10-15 16:00:00,97.79
1971-10-18 16:00:00,97.35
1971-10-19 16:00:00,97
1971-10-20 16:00:00,95.65
1971-10-21 16:00:00,95.6
1971-10-22 16:00:00,95.57
1971-10-25 16:00:00,95.1
1971-10-26 16:00:00,94.74
1971-10-27 16:00:00,93.79
1971-10-28 16:00:00,93.96
1971-10-29 16:00:00,94.23
1971-11-01 16:00:00,92.8
1971-11-02 16:00:00,93.18
1971-11-03 16:00:00,94.91
1971-11-04 16:00:00,94.79
1971-11-05 16:00:00,94.46
1971-11-08 16:00:00,94.39
1971-11-09 16:00:00,94.46
1971-11-10 16:00:00,93.41
1971-11-11 16:00:00,92.12
1971-11-12 16:00:00,92.12
1971-11-15 16:00:00,91.81
1971-11-16 16:00:00,92.71
1971-11-17 16:00:00,92.85
1971-11-18 16:00:00,92.13
1971-11-19 16:00:00,91.61
1971-11-22 16:00:00,90.79
1971-11-23 16:00:00,90.16
1971-11-24 16:00:00,90.33
1971-11-26 16:00:00,91.94
1971-11-29 16:00:00,93.41
1971-11-30 16:00:00,93.99
1971-12-01 16:00:00,95.44
1971-12-02 16:00:00,95.84
1971-12-03 16:00:00,97.06
1971-12-06 16:00:00,96.51
1971-12-07 16:00:00,96.87
1971-12-08 16:00:00,96.92
1971-12-09 16:00:00,96.96
1971-12-10 16:00:00,97.69
1971-12-13 16:00:00,97.97
1971-12-14 16:00:00,97.67
1971-12-15 16:00:00,98.54
1971-12-16 16:00:00,99.74
1971-12-17 16:00:00,100.26
1971-12-20 16:00:00,101.55
1971-12-21 16:00:00,101.8
1971-12-22 16:00:00,101.18
1971-12-23 16:00:00,100.74
1971-12-27 16:00:00,100.95
1971-12-28 16:00:00,101.95
1971-12-29 16:00:00,102.21
1971-12-30 16:00:00,101.78
1971-12-31 16:00:00,102.09
1972-01-03 16:00:00,101.67
1972-01-04 16:00:00,102.09
1972-01-05 16:00:00,103.06
1972-01-06 16:00:00,103.51
1972-01-07 16:00:00,103.47
1972-01-10 16:00:00,103.32
1972-01-11 16:00:00,103.65
1972-01-12 16:00:00,103.59
1972-01-13 16:00:00,102.99
1972-01-14 16:00:00,103.39
1972-01-17 16:00:00,103.7
1972-01-18 16:00:00,104.05
1972-01-19 16:00:00,103.88
1972-01-20 16:00:00,103.88
1972-01-21 16:00:00,103.65
1972-01-24 16:00:00,102.57
1972-01-25 16:00:00,102.7
1972-01-26 16:00:00,102.5
1972-01-27 16:00:00,103.5
1972-01-28 16:00:00,104.16
1972-01-31 16:00:00,103.94
1972-02-01 16:00:00,104.01
1972-02-02 16:00:00,104.68
1972-02-03 16:00:00,104.64
1972-02-04 16:00:00,104.86
1972-02-07 16:00:00,104.54
1972-02-08 16:00:00,104.74
1972-02-09 16:00:00,105.55
1972-02-10 16:00:00,105.59
1972-02-11 16:00:00,105.08
1972-02-14 16:00:00,104.59
1972-02-15 16:00:00,105.03
1972-02-16 16:00:00,105.62
1972-02-17 16:00:00,105.59
1972-02-18 16:00:00,105.28
1972-02-22 16:00:00,105.29
1972-02-23 16:00:00,105.38
1972-02-24 16:00:00,105.45
1972-02-25 16:00:00,106.18
1972-02-28 16:00:00,106.19
1972-02-29 16:00:00,106.57
1972-03-01 16:00:00,107.35
1972-03-02 16:00:00,107.32
1972-03-03 16:00:00,107.94
1972-03-06 16:00:00,108.77
1972-03-07 16:00:00,108.87
1972-03-08 16:00:00,108.96
1972-03-09 16:00:00,108.94
1972-03-10 16:00:00,108.38
1972-03-13 16:00:00,107.33
1972-03-14 16:00:00,107.61
1972-03-15 16:00:00,107.75
1972-03-16 16:00:00,107.5
1972-03-17 16:00:00,107.92
1972-03-20 16:00:00,107.59
1972-03-21 16:00:00,106.69
1972-03-22 16:00:00,106.84
1972-03-23 16:00:00,107.75
1972-03-24 16:00:00,107.52
1972-03-27 16:00:00,107.3
1972-03-28 16:00:00,107.17
1972-03-29 16:00:00,106.49
1972-03-30 16:00:00,107.2
1972-04-03 16:00:00,107.48
1972-04-04 16:00:00,108.12
1972-04-05 16:00:00,109
1972-04-06 16:00:00,109.53
1972-04-07 16:00:00,109.62
1972-04-10 16:00:00,109.45
1972-04-11 16:00:00,109.76
1972-04-12 16:00:00,110.18
1972-04-13 16:00:00,109.91
1972-04-14 16:00:00,109.84
1972-04-17 16:00:00,109.51
1972-04-18 16:00:00,109.77
1972-04-19 16:00:00,109.2
1972-04-20 16:00:00,109.04
1972-04-21 16:00:00,108.89
1972-04-24 16:00:00,108.19
1972-04-25 16:00:00,107.12
1972-04-26 16:00:00,106.89
1972-04-27 16:00:00,107.05
1972-04-28 16:00:00,107.67
1972-05-01 16:00:00,106.69
1972-05-02 16:00:00,106.08
1972-05-03 16:00:00,105.99
1972-05-04 16:00:00,106.25
1972-05-05 16:00:00,106.63
1972-05-08 16:00:00,106.14
1972-05-09 16:00:00,104.74
1972-05-10 16:00:00,105.42
1972-05-11 16:00:00,105.77
1972-05-12 16:00:00,106.38
1972-05-15 16:00:00,106.86
1972-05-16 16:00:00,106.66
1972-05-17 16:00:00,106.89
1972-05-18 16:00:00,107.94
1972-05-19 16:00:00,108.98
1972-05-22 16:00:00,109.69
1972-05-23 16:00:00,109.78
1972-05-24 16:00:00,110.31
1972-05-25 16:00:00,110.46
1972-05-26 16:00:00,110.66
1972-05-30 16:00:00,110.35
1972-05-31 16:00:00,109.53
1972-06-01 16:00:00,109.69
1972-06-02 16:00:00,109.73
1972-06-05 16:00:00,108.82
1972-06-06 16:00:00,108.21
1972-06-07 16:00:00,107.65
1972-06-08 16:00:00,107.28
1972-06-09 16:00:00,106.86
1972-06-12 16:00:00,107.01
1972-06-13 16:00:00,107.55
1972-06-14 16:00:00,108.39
1972-06-15 16:00:00,108.44
1972-06-16 16:00:00,108.36
1972-06-19 16:00:00,108.11
1972-06-20 16:00:00,108.56
1972-06-21 16:00:00,108.79
1972-06-22 16:00:00,108.68
1972-06-23 16:00:00,108.27
1972-06-26 16:00:00,107.48
1972-06-27 16:00:00,107.37
1972-06-28 16:00:00,107.02
1972-06-29 16:00:00,106.82
1972-06-30 16:00:00,107.14
1972-07-03 16:00:00,107.49
1972-07-05 16:00:00,108.1
1972-07-06 16:00:00,109.04
1972-07-07 16:00:00,108.69
1972-07-10 16:00:00,108.11
1972-07-11 16:00:00,107.32
1972-07-12 16:00:00,106.89
1972-07-13 16:00:00,106.28
1972-07-14 16:00:00,106.8
1972-07-17 16:00:00,105.88
1972-07-18 16:00:00,105.83
1972-07-19 16:00:00,106.14
1972-07-20 16:00:00,105.81
1972-07-21 16:00:00,106.66
1972-07-24 16:00:00,107.92
1972-07-25 16:00:00,107.6
1972-07-26 16:00:00,107.53
1972-07-27 16:00:00,107.28
1972-07-28 16:00:00,107.38
1972-07-31 16:00:00,107.39
1972-08-01 16:00:00,108.4
1972-08-02 16:00:00,109.29
1972-08-03 16:00:00,110.14
1972-08-04 16:00:00,110.43
1972-08-07 16:00:00,110.61
1972-08-08 16:00:00,110.69
1972-08-09 16:00:00,110.86
1972-08-10 16:00:00,111.05
1972-08-11 16:00:00,111.95
1972-08-14 16:00:00,112.55
1972-08-15 16:00:00,112.06
1972-08-16 16:00:00,111.66
1972-08-17 16:00:00,111.34
1972-08-18 16:00:00,111.76
1972-08-21 16:00:00,111.72
1972-08-22 16:00:00,112.41
1972-08-23 16:00:00,112.26
1972-08-24 16:00:00,111.02
1972-08-25 16:00:00,110.67
1972-08-28 16:00:00,110.23
1972-08-29 16:00:00,110.41
1972-08-30 16:00:00,110.57
1972-08-31 16:00:00,111.09
1972-09-01 16:00:00,111.51
1972-09-05 16:00:00,111.23
1972-09-06 16:00:00,110.55
1972-09-07 16:00:00,110.29
1972-09-08 16:00:00,110.15
1972-09-11 16:00:00,109.51
1972-09-12 16:00:00,108.47
1972-09-13 16:00:00,108.9
1972-09-14 16:00:00,108.93
1972-09-15 16:00:00,108.81
1972-09-18 16:00:00,108.61
1972-09-19 16:00:00,108.55
1972-09-20 16:00:00,108.6
1972-09-21 16:00:00,108.43
1972-09-22 16:00:00,108.52
1972-09-25 16:00:00,108.05
1972-09-26 16:00:00,108.12
1972-09-27 16:00:00,109.66
1972-09-28 16:00:00,110.35
1972-09-29 16:00:00,110.55
1972-10-02 16:00:00,110.16
1972-10-03 16:00:00,110.3
1972-10-04 16:00:00,110.09
1972-10-05 16:00:00,108.89
1972-10-06 16:00:00,109.62
1972-10-09 16:00:00,109.9
1972-10-10 16:00:00,109.99
1972-10-11 16:00:00,109.5
1972-10-12 16:00:00,108.6
1972-10-13 16:00:00,107.92
1972-10-16 16:00:00,106.77
1972-10-17 16:00:00,107.5
1972-10-18 16:00:00,108.19
1972-10-19 16:00:00,108.05
1972-10-20 16:00:00,109.24
1972-10-23 16:00:00,110.35
1972-10-24 16:00:00,110.81
1972-10-25 16:00:00,110.72
1972-10-26 16:00:00,110.99
1972-10-27 16:00:00,110.62
1972-10-30 16:00:00,110.59
1972-10-31 16:00:00,111.58
1972-11-01 16:00:00,112.67
1972-11-02 16:00:00,113.23
1972-11-03 16:00:00,114.22
1972-11-06 16:00:00,113.98
1972-11-08 16:00:00,113.35
1972-11-09 16:00:00,113.5
1972-11-10 16:00:00,113.73
1972-11-13 16:00:00,113.9
1972-11-14 16:00:00,114.95
1972-11-15 16:00:00,114.5
1972-11-16 16:00:00,115.13
1972-11-17 16:00:00,115.49
1972-11-20 16:00:00,115.53
1972-11-21 16:00:00,116.21
1972-11-22 16:00:00,116.9
1972-11-24 16:00:00,117.27
1972-11-27 16:00:00,116.72
1972-11-28 16:00:00,116.47
1972-11-29 16:00:00,116.52
1972-11-30 16:00:00,116.67
1972-12-01 16:00:00,117.38
1972-12-04 16:00:00,117.77
1972-12-05 16:00:00,117.58
1972-12-06 16:00:00,118.01
1972-12-07 16:00:00,118.6
1972-12-08 16:00:00,118.86
1972-12-11 16:00:00,119.12
1972-12-12 16:00:00,118.66
1972-12-13 16:00:00,118.56
1972-12-14 16:00:00,118.24
1972-12-15 16:00:00,118.26
1972-12-18 16:00:00,116.9
1972-12-19 16:00:00,116.34
1972-12-20 16:00:00,115.95
1972-12-21 16:00:00,115.11
1972-12-22 16:00:00,115.83
1972-12-26 16:00:00,116.3
1972-12-27 16:00:00,116.93
1972-12-29 16:00:00,118.05
1973-01-02 16:00:00,119.1
1973-01-03 16:00:00,119.57
1973-01-04 16:00:00,119.4
1973-01-05 16:00:00,119.87
1973-01-08 16:00:00,119.85
1973-01-09 16:00:00,119.73
1973-01-10 16:00:00,119.43
1973-01-11 16:00:00,120.24
1973-01-12 16:00:00,119.3
1973-01-15 16:00:00,118.44
1973-01-16 16:00:00,118.14
1973-01-17 16:00:00,118.68
1973-01-18 16:00:00,118.85
1973-01-19 16:00:00,118.78
1973-01-22 16:00:00,118.21
1973-01-23 16:00:00,118.22
1973-01-24 16:00:00,116.73
1973-01-26 16:00:00,116.45
1973-01-29 16:00:00,116.01
1973-01-30 16:00:00,115.83
1973-01-31 16:00:00,116.03
1973-02-01 16:00:00,114.76
1973-02-02 16:00:00,114.35
1973-02-05 16:00:00,114.23
1973-02-06 16:00:00,114.45
1973-02-07 16:00:00,113.66
1973-02-08 16:00:00,113.16
1973-02-09 16:00:00,114.68
1973-02-12 16:00:00,116.06
1973-02-13 16:00:00,116.78
1973-02-14 16:00:00,115.1
1973-02-15 16:00:00,114.45
1973-02-16 16:00:00,114.98
1973-02-20 16:00:00,115.4
1973-02-21 16:00:00,114.69
1973-02-22 16:00:00,114.44
1973-02-23 16:00:00,113.16
1973-02-26 16:00:00,112.19
1973-02-27 16:00:00,110.9
1973-02-28 16:00:00,111.68
1973-03-01 16:00:00,111.05
1973-03-02 16:00:00,112.28
1973-03-05 16:00:00,112.68
1973-03-06 16:00:00,114.1
1973-03-07 16:00:00,114.45
1973-03-08 16:00:00,114.23
1973-03-09 16:00:00,113.79
1973-03-12 16:00:00,113.86
1973-03-13 16:00:00,114.48
1973-03-14 16:00:00,114.98
1973-03-15 16:00:00,114.12
1973-03-16 16:00:00,113.54
1973-03-19 16:00:00,112.17
1973-03-20 16:00:00,111.95
1973-03-21 16:00:00,110.49
1973-03-22 16:00:00,108.84
1973-03-23 16:00:00,108.88
1973-03-26 16:00:00,109.84
1973-03-27 16:00:00,111.56
1973-03-28 16:00:00,111.62
1973-03-29 16:00:00,112.71
1973-03-30 16:00:00,111.52
1973-04-02 16:00:00,110.18
1973-04-03 16:00:00,109.24
1973-04-04 16:00:00,108.77
